,District,District Latitude,District Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
457,District 5,10.7558399,106.6600163,The Coffee House,10.773087995845383,106.687136447727,Coffee Shop
458,District 5,10.7558399,106.6600163,Pizza 4P’s Hai Bà Trưng,10.783017468089634,106.69701706127131,Pizza Place
459,District 5,10.7558399,106.6600163,Phở Phú Vương,10.76826089072027,106.69870990297053,Vietnamese Restaurant
460,District 5,10.7558399,106.6600163,Phở Hùng,10.764922266173285,106.6876123147085,Noodle House
461,District 5,10.7558399,106.6600163,Pasteur Street Brewing Company,10.77522,106.700894,Brewery
462,District 5,10.7558399,106.6600163,Fit24 Fitness & Yoga Center - Ho Xuan Huong,10.777332109050471,106.68766094161445,Gym / Fitness Center
463,District 5,10.7558399,106.6600163,Quán Lộc Thành,10.772471815116436,106.69844093392584,Vietnamese Restaurant
464,District 5,10.7558399,106.6600163,Park Hyatt Saigon,10.777573945426527,106.70360889230898,Hotel
465,District 5,10.7558399,106.6600163,Long Hostel,10.766757494533685,106.68956384568564,Hostel
466,District 5,10.7558399,106.6600163,Propaganda,10.778912622927256,106.69789343017,Vietnamese Restaurant
467,District 5,10.7558399,106.6600163,MO-MO-PARADISE,10.780167629552494,106.69562657759879,Hotpot Restaurant
468,District 5,10.7558399,106.6600163,Công viên Tao Đàn | Tao Dan Park (Công viên Tao Đàn),10.774394446335775,106.69255516799772,Park
469,District 5,10.7558399,106.6600163,Quynh Nhu Foot Massage,10.77106984506357,106.70027692825936,Massage Studio
470,District 5,10.7558399,106.6600163,Social Club @ Hotel Des Arts,10.78237248224753,106.69730264745415,Hotel Bar
471,District 5,10.7558399,106.6600163,Chill Skybar,10.770508556257804,106.69454302720322,Bar
472,District 5,10.7558399,106.6600163,Cục Gạch,10.792957067150258,106.68902047646318,Vietnamese Restaurant
473,District 5,10.7558399,106.6600163,MGallery Hotel des Art,10.782237834212175,106.69743677678166,Hotel
474,District 5,10.7558399,106.6600163,Takashimaya,10.773193707180177,106.70107457707464,Department Store
475,District 5,10.7558399,106.6600163,Cuc Gach Quan,10.790773351792526,106.69179532524467,Vietnamese Restaurant
476,District 5,10.7558399,106.6600163,Phở Phú Gia,10.786485094791875,106.68467739351497,Noodle House
477,District 5,10.7558399,106.6600163,Heart Of Darkness,10.779781,106.702999,Bar
478,District 5,10.7558399,106.6600163,EASTIN Grand Hotel Saigon,10.796807167293402,106.67336268744874,Hotel
479,District 5,10.7558399,106.6600163,"Hum Vegetarian, Lounge & Restaurant",10.77668421646214,106.70587252851817,Vegetarian / Vegan Restaurant
480,District 5,10.7558399,106.6600163,Pizza 4P's,10.78222351254141,106.70497084169759,Pizza Place
481,District 5,10.7558399,106.6600163,"L'Usine: Cafe, Bistro & Lifestyle Shop",10.775993909302073,106.7031864987467,Café
482,District 5,10.7558399,106.6600163,L'USINE,10.77315626505479,106.69997911472868,Café
483,District 5,10.7558399,106.6600163,The Alley Cocktail Bar & Kitchen,10.774759614740848,106.70060492162908,Speakeasy
484,District 5,10.7558399,106.6600163,Manmaru,10.788212619866897,106.69572902037193,Japanese Restaurant
485,District 5,10.7558399,106.6600163,Ngu Binh,10.792287700473349,106.68208227217171,Vietnamese Restaurant
486,District 5,10.7558399,106.6600163,Starbucks Reserve Hàn Thuyên,10.778961394448013,106.69818512269273,Coffee Shop
487,District 5,10.7558399,106.6600163,Đường Sách Nguyễn Văn Bình,10.78024894539262,106.69940381539705,Bookstore
488,District 5,10.7558399,106.6600163,AEON Mall Bình Tân,10.742903844867119,106.61183588805162,Shopping Mall
489,District 5,10.7558399,106.6600163,Gartenstadt German Restaurant,10.77446429282367,106.7047635836618,German Restaurant
490,District 5,10.7558399,106.6600163,B3 - Steakhouse & Craft Beer,10.775190128194758,106.70249153306926,Steakhouse
491,District 5,10.7558399,106.6600163,Cộng Cà Phê,10.777917420558502,106.70126563375021,Café
492,District 5,10.7558399,106.6600163,The Coffee House - Trung Sơn,10.735535721864494,106.68950691954979,Café
493,District 5,10.7558399,106.6600163,Oc Trang,10.764782543231231,106.69056620735819,Seafood Restaurant
494,District 5,10.7558399,106.6600163,Noir. Dining in the Dark Saigon,10.786484355854066,106.6946791134439,Asian Restaurant
495,District 5,10.7558399,106.6600163,The Workshop Cafe,10.773551,106.705586,Coffee Shop
496,District 5,10.7558399,106.6600163,CGV Cinemas Hoàng Văn Thụ,10.798996836625667,106.6599645599952,Multiplex
497,District 5,10.7558399,106.6600163,The Reverie Saigon,10.773697363118465,106.70461975102558,Hotel
498,District 5,10.7558399,106.6600163,The Racha Room,10.775877997635979,106.70534137347434,Thai Restaurant
499,District 5,10.7558399,106.6600163,Opera,10.777190486233778,106.70346129785288,Italian Restaurant
500,District 6,10.746928,106.6344946,AEON Mall Bình Tân,10.742903844867119,106.61183588805162,Shopping Mall
501,District 6,10.746928,106.6344946,Trà Sữa Chi Lăng,10.751212132796974,106.64524215947407,Dessert Shop
502,District 6,10.746928,106.6344946,Tường Phong,10.751563404203983,106.66498966464238,Dessert Shop
503,District 6,10.746928,106.6344946,Mỹ Thực Tiến Phát 進發茶餐廳,10.754477108652726,106.66233984791876,Dim Sum Restaurant
504,District 6,10.746928,106.6344946,Nhân Quán,10.769650206898161,106.65154137755049,Vietnamese Restaurant
505,District 6,10.746928,106.6344946,Chè Người Hoa 3/2,10.761851500162452,106.65574977650543,Chinese Restaurant
506,District 6,10.746928,106.6344946,Phở Lệ,10.755295,106.673471,Noodle House
507,District 6,10.746928,106.6344946,Quán Nướng Bảy Nở,10.762186466767373,106.65834786578355,BBQ Joint
508,District 6,10.746928,106.6344946,Tân Nguyên Thái dimsum 新源泰茶餐店,10.756845416016018,106.67033979573276,Dim Sum Restaurant
509,District 6,10.746928,106.6344946,CGV Cinemas Sư Vạn Hạnh,10.77091159732955,106.66967046370713,Multiplex
510,District 6,10.746928,106.6344946,Starbucks Lakai,10.753839071771564,106.66961362565927,Coffee Shop
511,District 6,10.746928,106.6344946,Nhà hàng chay An Duyên,10.751290405759542,106.66956431430448,Vegetarian / Vegan Restaurant
512,District 6,10.746928,106.6344946,Bánh Xèo Ngọc Sơn,10.754487196426446,106.66649372067879,Vietnamese Restaurant
513,District 6,10.746928,106.6344946,Xe lam Bistro,10.776861343726944,106.66289851696189,Vietnamese Restaurant
514,District 6,10.746928,106.6344946,The Coffee House,10.766124804318151,106.66395287287132,Café
515,District 6,10.746928,106.6344946,Hotel Nikko Saigon,10.763748703767337,106.68294278468427,Hotel
516,District 6,10.746928,106.6344946,Christina's Saigon,10.76530287255025,106.68661153058503,Bed & Breakfast
517,District 6,10.746928,106.6344946,The Common Room Project,10.758276054156758,106.6798111233896,Hostel
518,District 6,10.746928,106.6344946,Ốc Như,10.770863294192498,106.67637496744965,Vietnamese Restaurant
519,District 6,10.746928,106.6344946,Sushi Hokkaido Sachi Nguyễn Trãi,10.769228635370144,106.69037055801432,Sushi Restaurant
520,District 6,10.746928,106.6344946,Fusion Suites Sai Gon,10.772772887251579,106.689894104782,Hotel
521,District 6,10.746928,106.6344946,Ho Thi Ky Flower Market,10.765837871095428,106.67672674569413,Flower Shop
522,District 6,10.746928,106.6344946,Chè Hiển Khánh,10.767536712950173,106.67974209512909,Dessert Shop
523,District 6,10.746928,106.6344946,Bánh Cuốn Thiên Hương,10.772171929058288,106.67537034212144,Vietnamese Restaurant
524,District 6,10.746928,106.6344946,Bánh Mì Huỳnh Hoa,10.77149,106.69238,Sandwich Place
525,District 6,10.746928,106.6344946,Trà Tiên Hưởng Đài Loan,10.755377294406888,106.68121160180523,Coffee Shop
526,District 6,10.746928,106.6344946,Artinus 3D Painting Gallery,10.742991185222026,106.69492745239441,Art Gallery
527,District 6,10.746928,106.6344946,Ốc Đào Nguyen Trai,10.764816629738409,106.68496019656426,Seafood Restaurant
528,District 6,10.746928,106.6344946,Den Long Restaurant,10.769603805550325,106.69083378053003,Vietnamese Restaurant
529,District 6,10.746928,106.6344946,Phan Anh Backpackers Hostel,10.766799389294208,106.68950954501824,Bed & Breakfast
530,District 6,10.746928,106.6344946,Whiskey & Wares,10.766360078118757,106.69443332459947,Whisky Bar
531,District 6,10.746928,106.6344946,Pullman Saigon Centre,10.764338614153994,106.69178548017501,Hotel
532,District 6,10.746928,106.6344946,Bê Vàng Restaurant,10.76102574187089,106.68299856516684,Asian Restaurant
533,District 6,10.746928,106.6344946,Pizza 4P's,10.77330135301938,106.69759947485072,Pizza Place
534,District 6,10.746928,106.6344946,Ong Cao (Ông Cao),10.765837852722893,106.69089031528607,Beer Bar
535,District 6,10.746928,106.6344946,Bún Thịt Nướng Chị Tuyền,10.761927,106.69362,Vietnamese Restaurant
536,District 6,10.746928,106.6344946,"Hum Vegetarian, Café & Restaurant",10.778750194659068,106.6922079986444,Vegetarian / Vegan Restaurant
537,District 6,10.746928,106.6344946,Biacraft Artisan Ales,10.776364499278667,106.685608306174,Beer Bar
538,District 6,10.746928,106.6344946,Vietcetera Cafe,10.773102046515987,106.6889332088037,Café
539,District 6,10.746928,106.6344946,Bánh Mì 37,10.770827785457048,106.69260699082677,Food Truck
540,District 6,10.746928,106.6344946,Phở Quỳnh,10.76745831322101,106.69060446092217,Vietnamese Restaurant
541,District 6,10.746928,106.6344946,Chicken Coop,10.766834756900762,106.69096472951325,Bar
542,District 6,10.746928,106.6344946,CGV Cinemas Hoàng Văn Thụ,10.798996836625667,106.6599645599952,Multiplex
543,District 6,10.746928,106.6344946,Galaxy Tân Bình,10.79037684198575,106.64071306814563,Movie Theater
544,District 6,10.746928,106.6344946,Saigon Ink Tattoo,10.767278585811889,106.69475787546472,Tattoo Parlor
545,District 6,10.746928,106.6344946,Gin House,10.769592783677979,106.69002855165098,Cocktail Bar
546,District 6,10.746928,106.6344946,Phở Lệ,10.771857328027926,106.68594736559955,Vietnamese Restaurant
547,District 6,10.746928,106.6344946,Prem Bistro,10.778974,106.690335,Vegetarian / Vegan Restaurant
548,District 6,10.746928,106.6344946,Ụt Ụt Restaurant,10.764427360135402,106.6984857205165,BBQ Joint
549,District 6,10.746928,106.6344946,Phở Hòa Pasteur,10.786644168619457,106.68921916455398,Noodle House
550,District 6,10.746928,106.6344946,Bánh Mì Hông Hoa,10.771138160164318,106.6916065266557,Sandwich Place
551,District 6,10.746928,106.6344946,Asiana Food Town @ The Sense Market,10.769281980381598,106.69339867575265,Food Court
552,District 6,10.746928,106.6344946,Journeys Sandwich Cafe,10.770118267591286,106.69235184908638,Sandwich Place
553,District 6,10.746928,106.6344946,Ân Nam quán,10.777905499598061,106.68363956145008,Restaurant
554,District 6,10.746928,106.6344946,Maison Marou Saigon,10.769666838302594,106.69792482483172,Dessert Shop
555,District 6,10.746928,106.6344946,Silverland Yen Hotel,10.774849922100469,106.69616040962687,Hotel
556,District 6,10.746928,106.6344946,EASTIN Grand Hotel Saigon,10.796807167293402,106.67336268744874,Hotel
557,District 6,10.746928,106.6344946,id cafe,10.777361778401492,106.68338924799937,Café
558,District 6,10.746928,106.6344946,Mekong Kitchen,10.767911,106.69805,Vietnamese Restaurant
559,District 6,10.746928,106.6344946,Five Boy Number One,10.767148306045607,106.69325677095958,Juice Bar
560,District 6,10.746928,106.6344946,Cát Mộc Spa,10.761086805995292,106.69064335901359,Spa
561,District 6,10.746928,106.6344946,Marcel Gourmet Burger,10.768935527285393,106.69849990202535,Burger Joint
562,District 6,10.746928,106.6344946,Pizza 4P’s Hai Bà Trưng,10.783017468089634,106.69701706127131,Pizza Place
563,District 6,10.746928,106.6344946,The Coffee House,10.773087995845383,106.687136447727,Coffee Shop
564,District 6,10.746928,106.6344946,The Coffee House - Trung Sơn,10.735535721864494,106.68950691954979,Café
565,District 6,10.746928,106.6344946,Phở Phú Vương,10.76826089072027,106.69870990297053,Vietnamese Restaurant
566,District 6,10.746928,106.6344946,Cục Gạch,10.792957067150258,106.68902047646318,Vietnamese Restaurant
567,District 6,10.746928,106.6344946,Fit24 Fitness & Yoga Center - Ho Xuan Huong,10.777332109050471,106.68766094161445,Gym / Fitness Center
568,District 6,10.746928,106.6344946,AEON Supermarket,10.801783,106.618443,Supermarket
569,District 6,10.746928,106.6344946,Phở Hùng,10.764922266173285,106.6876123147085,Noodle House
570,District 6,10.746928,106.6344946,Pasteur Street Brewing Company,10.77522,106.700894,Brewery
571,District 6,10.746928,106.6344946,Cơm Tấm Ba Ghiền,10.794489421535138,106.66944334973368,Vietnamese Restaurant
572,District 6,10.746928,106.6344946,Phở Phú Gia,10.786485094791875,106.68467739351497,Noodle House
573,District 6,10.746928,106.6344946,Ngu Binh,10.792287700473349,106.68208227217171,Vietnamese Restaurant
574,District 6,10.746928,106.6344946,Park Hyatt Saigon,10.777573945426527,106.70360889230898,Hotel
575,District 6,10.746928,106.6344946,Quán Lộc Thành,10.772471815116436,106.69844093392584,Vietnamese Restaurant
576,District 6,10.746928,106.6344946,MO-MO-PARADISE,10.780167629552494,106.69562657759879,Hotpot Restaurant
577,District 6,10.746928,106.6344946,Propaganda,10.778912622927256,106.69789343017,Vietnamese Restaurant
578,District 6,10.746928,106.6344946,Long Hostel,10.766757494533685,106.68956384568564,Hostel
579,District 6,10.746928,106.6344946,Cuc Gach Quan,10.790773351792526,106.69179532524467,Vietnamese Restaurant
580,District 6,10.746928,106.6344946,Celadon City,10.802460670513293,106.61801787481112,Park
581,District 6,10.746928,106.6344946,Social Club @ Hotel Des Arts,10.78237248224753,106.69730264745415,Hotel Bar
582,District 6,10.746928,106.6344946,Hoa Viên Phổ Quang,10.803629967731892,106.66622775078679,Beer Garden
583,District 6,10.746928,106.6344946,Công viên Tao Đàn | Tao Dan Park (Công viên Tao Đàn),10.774394446335775,106.69255516799772,Park
584,District 6,10.746928,106.6344946,MGallery Hotel des Art,10.782237834212175,106.69743677678166,Hotel
585,District 6,10.746928,106.6344946,Quynh Nhu Foot Massage,10.77106984506357,106.70027692825936,Massage Studio
586,District 6,10.746928,106.6344946,Ganesh Indian Restaurant,10.729554798263617,106.70675564189176,Indian Restaurant
587,District 6,10.746928,106.6344946,Chill Skybar,10.770508556257804,106.69454302720322,Bar
588,District 6,10.746928,106.6344946,Takashimaya,10.773193707180177,106.70107457707464,Department Store
589,District 6,10.746928,106.6344946,Manmaru,10.788212619866897,106.69572902037193,Japanese Restaurant
590,District 6,10.746928,106.6344946,Heart Of Darkness,10.779781,106.702999,Bar
591,District 6,10.746928,106.6344946,Pizza 4P's,10.78222351254141,106.70497084169759,Pizza Place
592,District 6,10.746928,106.6344946,"Hum Vegetarian, Lounge & Restaurant",10.77668421646214,106.70587252851817,Vegetarian / Vegan Restaurant
593,District 6,10.746928,106.6344946,"L'Usine: Cafe, Bistro & Lifestyle Shop",10.775993909302073,106.7031864987467,Café
594,District 6,10.746928,106.6344946,uri foot therapy,10.792435162539483,106.68028139128984,Spa
595,District 6,10.746928,106.6344946,The Alley Cocktail Bar & Kitchen,10.774759614740848,106.70060492162908,Speakeasy
596,District 6,10.746928,106.6344946,L'USINE,10.77315626505479,106.69997911472868,Café
597,District 6,10.746928,106.6344946,Phở Dậu,10.789735768675182,106.6849963376821,Vietnamese Restaurant
598,District 6,10.746928,106.6344946,Starbucks Reserve Hàn Thuyên,10.778961394448013,106.69818512269273,Coffee Shop
599,District 6,10.746928,106.6344946,Noir. Dining in the Dark Saigon,10.786484355854066,106.6946791134439,Asian Restaurant
600,District 7,10.736572800000001,106.72243219999999,Pizza 4P's,10.731694587962846,106.71575577202888,Pizza Place
601,District 7,10.736572800000001,106.72243219999999,Tajmasago,10.723973913761911,106.72015455272542,Restaurant
602,District 7,10.736572800000001,106.72243219999999,Ganesh Indian Restaurant,10.729554798263617,106.70675564189176,Indian Restaurant
603,District 7,10.736572800000001,106.72243219999999,Kingscross,10.727458,106.719559,Bistro
604,District 7,10.736572800000001,106.72243219999999,Starbucks Crescent Residence 1,10.72816493936164,106.71883831230495,Café
605,District 7,10.736572800000001,106.72243219999999,Annam Gourmet,10.727338731663322,106.7087175988335,Deli / Bodega
606,District 7,10.736572800000001,106.72243219999999,Phở Định 3,10.727370182597445,106.71232871192842,Vietnamese Restaurant
607,District 7,10.736572800000001,106.72243219999999,Plan K BBQ,10.723099336272933,106.71008349695826,BBQ Joint
608,District 7,10.736572800000001,106.72243219999999,CGV Cinemas SC VivoCity,10.729917253231172,106.70347688238459,Multiplex
609,District 7,10.736572800000001,106.72243219999999,Uraetei BBQ Japan 5 - Pho Dinh 浦江亭,10.730767683428098,106.72323476849289,BBQ Joint
610,District 7,10.736572800000001,106.72243219999999,Artinus 3D Painting Gallery,10.742991185222026,106.69492745239441,Art Gallery
611,District 7,10.736572800000001,106.72243219999999,Häagen-Dazs,10.724642475000095,106.70886268769982,Ice Cream Shop
612,District 7,10.736572800000001,106.72243219999999,Hàng Dương Quán,10.735436900615891,106.70597193049518,Asian Restaurant
613,District 7,10.736572800000001,106.72243219999999,KOI Thé SC VivoCity,10.730246694708395,106.70334312029537,Bubble Tea Shop
614,District 7,10.736572800000001,106.72243219999999,Ụt Ụt Restaurant,10.764427360135402,106.6984857205165,BBQ Joint
615,District 7,10.736572800000001,106.72243219999999,Pizza 4P's,10.77330135301938,106.69759947485072,Pizza Place
616,District 7,10.736572800000001,106.72243219999999,Whiskey & Wares,10.766360078118757,106.69443332459947,Whisky Bar
617,District 7,10.736572800000001,106.72243219999999,Bún Thịt Nướng Chị Tuyền,10.761927,106.69362,Vietnamese Restaurant
618,District 7,10.736572800000001,106.72243219999999,Maison Marou Saigon,10.769666838302594,106.69792482483172,Dessert Shop
619,District 7,10.736572800000001,106.72243219999999,"Hum Vegetarian, Lounge & Restaurant",10.77668421646214,106.70587252851817,Vegetarian / Vegan Restaurant
620,District 7,10.736572800000001,106.72243219999999,Park Hyatt Saigon,10.777573945426527,106.70360889230898,Hotel
621,District 7,10.736572800000001,106.72243219999999,Mekong Kitchen,10.767911,106.69805,Vietnamese Restaurant
622,District 7,10.736572800000001,106.72243219999999,The Workshop Cafe,10.773551,106.705586,Coffee Shop
623,District 7,10.736572800000001,106.72243219999999,Marcel Gourmet Burger,10.768935527285393,106.69849990202535,Burger Joint
624,District 7,10.736572800000001,106.72243219999999,Phở Phú Vương,10.76826089072027,106.69870990297053,Vietnamese Restaurant
625,District 7,10.736572800000001,106.72243219999999,Sushi Hokkaido Sachi Nguyễn Trãi,10.769228635370144,106.69037055801432,Sushi Restaurant
626,District 7,10.736572800000001,106.72243219999999,Gartenstadt German Restaurant,10.77446429282367,106.7047635836618,German Restaurant
627,District 7,10.736572800000001,106.72243219999999,The Reverie Saigon,10.773697363118465,106.70461975102558,Hotel
628,District 7,10.736572800000001,106.72243219999999,Saigon Ink Tattoo,10.767278585811889,106.69475787546472,Tattoo Parlor
629,District 7,10.736572800000001,106.72243219999999,Pasteur Street Brewing Company,10.77522,106.700894,Brewery
630,District 7,10.736572800000001,106.72243219999999,The Racha Room,10.775877997635979,106.70534137347434,Thai Restaurant
631,District 7,10.736572800000001,106.72243219999999,Quynh Nhu Foot Massage,10.77106984506357,106.70027692825936,Massage Studio
632,District 7,10.736572800000001,106.72243219999999,Pullman Saigon Centre,10.764338614153994,106.69178548017501,Hotel
633,District 7,10.736572800000001,106.72243219999999,Takashimaya,10.773193707180177,106.70107457707464,Department Store
634,District 7,10.736572800000001,106.72243219999999,"L'Usine: Cafe, Bistro & Lifestyle Shop",10.775993909302073,106.7031864987467,Café
635,District 7,10.736572800000001,106.72243219999999,Bánh Mì Huỳnh Hoa,10.77149,106.69238,Sandwich Place
636,District 7,10.736572800000001,106.72243219999999,Fusion Suites Sai Gon,10.772772887251579,106.689894104782,Hotel
637,District 7,10.736572800000001,106.72243219999999,Christina's Saigon,10.76530287255025,106.68661153058503,Bed & Breakfast
638,District 7,10.736572800000001,106.72243219999999,Le Méridien Saigon,10.779791132179442,106.70752823352814,Hotel
639,District 7,10.736572800000001,106.72243219999999,Pizza 4P's,10.78222351254141,106.70497084169759,Pizza Place
640,District 7,10.736572800000001,106.72243219999999,The World Of Heineken,10.771902798403872,106.70411739070119,Museum
641,District 7,10.736572800000001,106.72243219999999,Anan Saigon,10.771808718538466,106.70313081572672,Vietnamese Restaurant
642,District 7,10.736572800000001,106.72243219999999,Heart Of Darkness,10.779781,106.702999,Bar
643,District 7,10.736572800000001,106.72243219999999,The Coffee House - Trung Sơn,10.735535721864494,106.68950691954979,Café
644,District 7,10.736572800000001,106.72243219999999,Quán Lộc Thành,10.772471815116436,106.69844093392584,Vietnamese Restaurant
645,District 7,10.736572800000001,106.72243219999999,B3 - Steakhouse & Craft Beer,10.775190128194758,106.70249153306926,Steakhouse
646,District 7,10.736572800000001,106.72243219999999,Silverland Yen Hotel,10.774849922100469,106.69616040962687,Hotel
647,District 7,10.736572800000001,106.72243219999999,Golden Lotus Spa & Massage Club,10.77924134555606,106.70449277395437,Massage Studio
648,District 7,10.736572800000001,106.72243219999999,Envy Club,10.770261186845477,106.70142297240307,Nightclub
649,District 7,10.736572800000001,106.72243219999999,Opera,10.777190486233778,106.70346129785288,Italian Restaurant
650,District 7,10.736572800000001,106.72243219999999,Ong Cao (Ông Cao),10.765837852722893,106.69089031528607,Beer Bar
651,District 7,10.736572800000001,106.72243219999999,Bánh Mì 37,10.770827785457048,106.69260699082677,Food Truck
652,District 7,10.736572800000001,106.72243219999999,Den Long Restaurant,10.769603805550325,106.69083378053003,Vietnamese Restaurant
653,District 7,10.736572800000001,106.72243219999999,The Alley Cocktail Bar & Kitchen,10.774759614740848,106.70060492162908,Speakeasy
654,District 7,10.736572800000001,106.72243219999999,Miu Miu Spa,10.781714580268417,106.70475353038672,Spa
655,District 7,10.736572800000001,106.72243219999999,Asiana Food Town @ The Sense Market,10.769281980381598,106.69339867575265,Food Court
656,District 7,10.736572800000001,106.72243219999999,L'USINE,10.77315626505479,106.69997911472868,Café
657,District 7,10.736572800000001,106.72243219999999,Quán Ốc 63 Nguyễn Trường Tộ,10.764908269213976,106.70501175289753,Food
658,District 7,10.736572800000001,106.72243219999999,Shin Coffee,10.77440047854374,106.70522699179752,Café
659,District 7,10.736572800000001,106.72243219999999,Chicken Coop,10.766834756900762,106.69096472951325,Bar
660,District 7,10.736572800000001,106.72243219999999,Phan Anh Backpackers Hostel,10.766799389294208,106.68950954501824,Bed & Breakfast
661,District 7,10.736572800000001,106.72243219999999,Snuffbox,10.769591499569453,106.70409507508633,Bar
662,District 7,10.736572800000001,106.72243219999999,Phở Quỳnh,10.76745831322101,106.69060446092217,Vietnamese Restaurant
663,District 7,10.736572800000001,106.72243219999999,Five Boy Number One,10.767148306045607,106.69325677095958,Juice Bar
664,District 7,10.736572800000001,106.72243219999999,Cộng Cà Phê,10.777917420558502,106.70126563375021,Café
665,District 7,10.736572800000001,106.72243219999999,"Hum Vegetarian, Café & Restaurant",10.778750194659068,106.6922079986444,Vegetarian / Vegan Restaurant
666,District 7,10.736572800000001,106.72243219999999,Au Lac Hotel 2,10.772214564194298,106.70371659560374,Hotel
667,District 7,10.736572800000001,106.72243219999999,Tandoor,10.77322885204423,106.70520410298867,Indian Restaurant
668,District 7,10.736572800000001,106.72243219999999,Propaganda,10.778912622927256,106.69789343017,Vietnamese Restaurant
669,District 7,10.736572800000001,106.72243219999999,Temple Leaf Spa,10.778003690702022,106.7035163796788,Massage Studio
670,District 7,10.736572800000001,106.72243219999999,Journeys Sandwich Cafe,10.770118267591286,106.69235184908638,Sandwich Place
671,District 7,10.736572800000001,106.72243219999999,Pizza 4P’s Hai Bà Trưng,10.783017468089634,106.69701706127131,Pizza Place
672,District 7,10.736572800000001,106.72243219999999,Bornga - Original Korean Taste -,10.778782,106.701889,Korean Restaurant
673,District 7,10.736572800000001,106.72243219999999,Hotel Nikko Saigon,10.763748703767337,106.68294278468427,Hotel
674,District 7,10.736572800000001,106.72243219999999,Quán Bụi,10.78129,106.705926,Asian Restaurant
675,District 7,10.736572800000001,106.72243219999999,Saxn'art Jazz Club,10.774067944432472,106.70090549299076,Jazz Club
676,District 7,10.736572800000001,106.72243219999999,Liberty Central Saigon Citypoint Hotel,10.774758123745196,106.70079525019733,Hotel
677,District 7,10.736572800000001,106.72243219999999,Tippy's,10.759445070751838,106.69925768865978,Mexican Restaurant
678,District 7,10.736572800000001,106.72243219999999,Bánh Mì Hông Hoa,10.771138160164318,106.6916065266557,Sandwich Place
679,District 7,10.736572800000001,106.72243219999999,Cát Mộc Spa,10.761086805995292,106.69064335901359,Spa
680,District 7,10.736572800000001,106.72243219999999,Vietnam Coffee Republic - the house,10.779575072202105,106.70459389686584,Coffee Shop
681,District 7,10.736572800000001,106.72243219999999,Quan Chi Hoa Vietnamese Cuisine,10.779048,106.703471,Vietnamese Restaurant
682,District 7,10.736572800000001,106.72243219999999,Annam Gourmet Saigon Centre,10.773203601879715,106.70043496951817,Supermarket
683,District 7,10.736572800000001,106.72243219999999,Gin House,10.769592783677979,106.69002855165098,Cocktail Bar
684,District 7,10.736572800000001,106.72243219999999,Đường Sách Nguyễn Văn Bình,10.78024894539262,106.69940381539705,Bookstore
685,District 7,10.736572800000001,106.72243219999999,Social Club @ Hotel Des Arts,10.78237248224753,106.69730264745415,Hotel Bar
686,District 7,10.736572800000001,106.72243219999999,Chill Skybar,10.770508556257804,106.69454302720322,Bar
687,District 7,10.736572800000001,106.72243219999999,THE First,10.773432862942892,106.70327627076303,Whisky Bar
688,District 7,10.736572800000001,106.72243219999999,MGallery Hotel des Art,10.782237834212175,106.69743677678166,Hotel
689,District 7,10.736572800000001,106.72243219999999,Tomatito,10.769624,106.697844,Tapas Restaurant
690,District 7,10.736572800000001,106.72243219999999,The Old Compass Cafe,10.774815826045865,106.70068544666665,Café
691,District 7,10.736572800000001,106.72243219999999,The Refinery,10.778198732861215,106.70381532718653,French Restaurant
692,District 7,10.736572800000001,106.72243219999999,Ngoc Chau Garden,10.773133447557084,106.70324211490131,Vietnamese Restaurant
693,District 7,10.736572800000001,106.72243219999999,InterContinental Saigon,10.7812397,106.7005025,Hotel
694,District 7,10.736572800000001,106.72243219999999,Silverland Sakyo Hotel & Spa,10.78156229249803,106.705500224353,Hotel
695,District 7,10.736572800000001,106.72243219999999,Starbucks Reserve Hàn Thuyên,10.778961394448013,106.69818512269273,Coffee Shop
696,District 7,10.736572800000001,106.72243219999999,CGV Cinemas Parkson Lê Thánh Tôn (CGV Cinemas Parkson Đồng Khởi),10.77743469711648,106.70230527261856,Multiplex
697,District 7,10.736572800000001,106.72243219999999,MO-MO-PARADISE,10.780167629552494,106.69562657759879,Hotpot Restaurant
698,District 7,10.736572800000001,106.72243219999999,Vietcetera Cafe,10.773102046515987,106.6889332088037,Café
699,District 7,10.736572800000001,106.72243219999999,Secret House by Secret Garden,10.768737402485197,106.69785833223146,Vietnamese Restaurant
700,District 8,10.722882499999999,106.6278244,AEON Mall Bình Tân,10.742903844867119,106.61183588805162,Shopping Mall
701,District 8,10.722882499999999,106.6278244,Trà Sữa Chi Lăng,10.751212132796974,106.64524215947407,Dessert Shop
702,District 8,10.722882499999999,106.6278244,Tường Phong,10.751563404203983,106.66498966464238,Dessert Shop
703,District 8,10.722882499999999,106.6278244,Mỹ Thực Tiến Phát 進發茶餐廳,10.754477108652726,106.66233984791876,Dim Sum Restaurant
704,District 8,10.722882499999999,106.6278244,Co.opMart,10.753321170078076,106.61340087462389,Shopping Mall
705,District 8,10.722882499999999,106.6278244,Phở Lệ,10.755295,106.673471,Noodle House
706,District 8,10.722882499999999,106.6278244,"547 kinh duong vuong, binh tan",10.735678379793118,106.61415993691114,Fabric Shop
707,District 8,10.722882499999999,106.6278244,Nhân Quán,10.769650206898161,106.65154137755049,Vietnamese Restaurant
708,District 8,10.722882499999999,106.6278244,Chè Người Hoa 3/2,10.761851500162452,106.65574977650543,Chinese Restaurant
